order_id,customer_id,age,product_id,country,signup_date,last_purchase_date,cancellations_count,subscription_status,order_date,unit_price,quantity,preferred_category,product_name,category,gender,order_amount,recency_days,frequency,monetary,tenure_days,avg_order_value,purchase_intensity,inactive_ratio
ORD5333,CUST1333,45,PROD533,Pakistan,2023-07-11,2025-02-19,4,active,2023-08-20,180.09,8,Beauty,Foundation,Beauty,Female,1440.72,183,25,1440.72,772,57.6288,0.03238341968911917,0.23704663212435234
ORD5334,CUST1334,54,PROD534,UK,2021-02-08,2024-11-20,4,active,2025-05-06,284.73,7,Home,Blender,Home,Male,1993.1100000000001,274,47,1993.1100000000001,1655,42.40659574468086,0.0283987915407855,0.16555891238670695
ORD5335,CUST1335,22,PROD535,Germany,2021-12-24,2022-05-15,0,cancelled,2025-07-03,231.43,3,Sports,Basketball,Sports,Female,694.29,1194,38,694.29,1336,18.27078947368421,0.02844311377245509,0.8937125748502994
ORD5336,CUST1336,22,PROD536,UK,2021-08-24,2025-01-08,5,active,2023-09-07,137.29,7,Clothing,Cricket Bat,Sports,Female,961.03,225,2,961.03,1458,480.515,0.0013717421124828531,0.15432098765432098
ORD5337,CUST1337,22,PROD537,USA,2023-07-19,2024-12-04,0,paused,2025-02-21,210.01,7,Home,Shirt,Clothing,Female,1470.07,260,9,1470.07,764,163.3411111111111,0.011780104712041885,0.3403141361256545
ORD5338,CUST1338,45,PROD538,UK,2022-06-14,2024-05-15,3,paused,2025-08-12,348.76,4,Sports,Gaming Console,Electronics,Female,1395.04,463,16,1395.04,1164,87.19,0.013745704467353952,0.39776632302405496
ORD5339,CUST1339,40,PROD539,UK,2022-09-13,2023-11-10,2,active,2023-03-26,219.21,4,Home,Laptop,Electronics,Female,876.84,650,23,876.84,1073,38.12347826086957,0.021435228331780055,0.6057781919850885
ORD5340,CUST1340,21,PROD540,Canada,2023-03-15,2025-03-27,1,active,2023-09-06,104.03,7,Sports,Vacuum Cleaner,Home,Female,728.21,147,27,728.21,890,26.97074074074074,0.030337078651685393,0.1651685393258427
ORD5341,CUST1341,27,PROD541,Pakistan,2021-10-08,2022-05-30,2,active,2024-06-14,360.74,5,Beauty,Face Wash,Beauty,Male,1803.7,1179,10,1803.7,1413,180.37,0.007077140835102618,0.8343949044585988
ORD5342,CUST1342,57,PROD542,Canada,2021-01-09,2022-02-16,1,active,2022-10-26,208.01,8,Home,Blender,Home,Male,1664.08,1282,44,1664.08,1685,37.82,0.026112759643916916,0.7608308605341246
ORD5343,CUST1343,59,PROD543,Canada,2023-02-16,2023-07-30,5,active,2023-06-03,235.36,5,Beauty,Camera,Electronics,Male,1176.8000000000002,753,30,1176.8000000000002,917,39.226666666666674,0.03271537622682661,0.8211559432933478
ORD5344,CUST1344,21,PROD544,USA,2021-04-14,2025-06-23,0,active,2025-07-14,6.45,7,Clothing,Conditioner,Beauty,Male,45.15,59,37,45.15,1590,1.2202702702702701,0.023270440251572325,0.03710691823899371
ORD5345,CUST1345,35,PROD545,UK,2021-12-26,2022-12-09,4,active,2023-12-30,205.55,2,Electronics,Laptop,Electronics,Male,411.1,986,15,411.1,1334,27.40666666666667,0.011244377811094454,0.7391304347826086
ORD5346,CUST1346,37,PROD546,Germany,2021-10-14,2022-12-05,2,active,2024-12-23,224.15,1,Home,Smartwatch,Electronics,Female,224.15,990,7,224.15,1407,32.02142857142857,0.004975124378109453,0.7036247334754797
ORD5347,CUST1347,26,PROD547,Pakistan,2020-10-12,2024-01-02,1,active,2022-04-26,115.98,2,Clothing,Blender,Home,Female,231.96,597,4,231.96,1774,57.99,0.002254791431792559,0.3365276211950395
ORD5348,CUST1348,41,PROD548,Germany,2021-09-27,2023-08-19,0,cancelled,2023-09-21,26.33,1,Sports,Laptop,Electronics,Male,26.33,733,11,26.33,1424,2.3936363636363636,0.007724719101123595,0.514747191011236
ORD5349,CUST1349,43,PROD549,Canada,2023-05-01,2024-11-25,1,active,2023-09-14,172.3,6,Electronics,Basketball,Sports,Male,1033.8000000000002,269,8,1033.8000000000002,843,129.22500000000002,0.009489916963226572,0.3190984578884935
ORD5350,CUST1350,61,PROD550,UK,2021-06-18,2024-01-22,3,active,2025-03-16,374.37,5,Electronics,Blender,Home,Female,1871.85,577,36,1871.85,1525,51.99583333333333,0.02360655737704918,0.37836065573770494
ORD5351,CUST1351,51,PROD551,Pakistan,2021-10-28,2022-02-17,0,cancelled,2025-08-14,296.71,6,Beauty,Jeans,Clothing,Female,1780.2599999999998,1281,2,1780.2599999999998,1393,890.1299999999999,0.0014357501794687725,0.9195979899497487
ORD5352,CUST1352,57,PROD552,USA,2021-11-18,2025-08-14,4,cancelled,2024-11-29,575.92,3,Clothing,Skirt,Clothing,Female,1727.7599999999998,7,14,1727.7599999999998,1372,123.41142857142856,0.01020408163265306,0.00510204081632653
ORD5353,CUST1353,34,PROD553,Germany,2021-03-20,2022-09-09,2,cancelled,2021-04-28,214.73,7,Electronics,Tablet,Electronics,Female,1503.11,1077,49,1503.11,1615,30.675714285714285,0.030340557275541795,0.6668730650154798
ORD5354,CUST1354,22,PROD554,UK,2022-12-18,2024-07-10,4,cancelled,2024-08-24,416.03,3,Beauty,Dining Table,Home,Female,1248.09,407,8,1248.09,977,156.01125,0.008188331627430911,0.4165813715455476
ORD5355,CUST1355,50,PROD555,Pakistan,2020-11-19,2022-11-28,0,cancelled,2024-06-24,219.47,6,Electronics,Football,Sports,Male,1316.82,997,38,1316.82,1736,34.65315789473684,0.021889400921658985,0.5743087557603687
ORD5356,CUST1356,66,PROD556,UK,2020-11-03,2025-03-11,0,active,2024-04-09,34.42,7,Electronics,Lipstick,Beauty,Female,240.94,163,29,240.94,1752,8.308275862068966,0.016552511415525113,0.0930365296803653
ORD5357,CUST1357,66,PROD557,UK,2021-08-21,2023-02-15,3,active,2022-02-26,128.99,9,Beauty,Blender,Home,Male,1160.91,918,29,1160.91,1461,40.03137931034483,0.019849418206707735,0.6283367556468172
ORD5358,CUST1358,47,PROD558,Canada,2020-09-12,2023-02-14,0,active,2024-07-23,148.19,8,Sports,Dress,Clothing,Female,1185.52,919,26,1185.52,1804,45.596923076923076,0.014412416851441241,0.5094235033259423
ORD5359,CUST1359,39,PROD559,India,2021-12-06,2025-05-28,5,cancelled,2021-12-21,343.33,5,Beauty,Running Shoes,Sports,Female,1716.6499999999999,85,44,1716.6499999999999,1354,39.01477272727272,0.03249630723781388,0.06277695716395865
ORD5360,CUST1360,48,PROD560,India,2023-08-01,2024-07-31,5,active,2024-06-29,146.28,4,Beauty,Sneakers,Clothing,Female,585.12,386,36,585.12,751,16.253333333333334,0.047936085219707054,0.5139813581890812
ORD5361,CUST1361,23,PROD561,India,2022-08-05,2022-10-30,1,cancelled,2023-10-16,165.06,9,Beauty,Sneakers,Clothing,Male,1485.54,1026,48,1485.54,1112,30.94875,0.04316546762589928,0.9226618705035972
ORD5362,CUST1362,18,PROD562,Germany,2021-06-11,2021-10-24,1,active,2022-09-26,222.3,8,Electronics,Vacuum Cleaner,Home,Female,1778.4,1397,3,1778.4,1532,592.8000000000001,0.0019582245430809398,0.9118798955613577
ORD5363,CUST1363,29,PROD563,UK,2021-10-19,2023-10-21,4,cancelled,2024-01-22,662.89,3,Sports,Vacuum Cleaner,Home,Female,1988.67,670,9,1988.67,1402,220.96333333333334,0.006419400855920114,0.47788873038516405
ORD5364,CUST1364,21,PROD564,Germany,2020-10-23,2021-01-29,5,cancelled,2022-04-11,134.18,9,Home,Shampoo,Beauty,Female,1207.6200000000001,1665,41,1207.6200000000001,1763,29.454146341463417,0.023255813953488372,0.944412932501418
ORD5365,CUST1365,32,PROD565,Pakistan,2021-02-01,2022-10-15,4,active,2024-01-29,57.06,4,Beauty,Camera,Electronics,Male,228.24,1041,21,228.24,1662,10.868571428571428,0.01263537906137184,0.6263537906137184
ORD5366,CUST1366,60,PROD566,India,2022-02-22,2023-10-20,3,active,2023-01-03,668.04,2,Electronics,Smartphone,Electronics,Female,1336.08,671,17,1336.08,1276,78.59294117647059,0.013322884012539185,0.5258620689655172
ORD5367,CUST1367,27,PROD567,Pakistan,2021-02-12,2024-07-23,3,active,2024-04-28,348.12,4,Beauty,Lamp,Home,Female,1392.48,394,24,1392.48,1651,58.02,0.014536644457904301,0.23864324651726226
ORD5368,CUST1368,66,PROD568,USA,2023-05-06,2025-06-27,3,cancelled,2024-01-14,76.13,7,Beauty,Skirt,Clothing,Male,532.91,55,7,532.91,838,76.13,0.008353221957040573,0.06563245823389022
ORD5369,CUST1369,27,PROD569,USA,2021-05-09,2023-04-18,4,active,2024-01-07,89.75,7,Clothing,Sneakers,Clothing,Female,628.25,856,22,628.25,1565,28.556818181818183,0.014057507987220448,0.546964856230032
ORD5370,CUST1370,37,PROD570,UK,2021-09-30,2024-09-23,1,active,2024-07-02,390.53,5,Clothing,Basketball,Sports,Male,1952.6499999999999,332,16,1952.6499999999999,1421,122.04062499999999,0.011259676284306826,0.23363828289936664
ORD5371,CUST1371,43,PROD571,Canada,2023-01-19,2025-06-20,5,active,2025-05-02,725.84,2,Clothing,Vacuum Cleaner,Home,Female,1451.68,62,24,1451.68,945,60.48666666666667,0.025396825396825397,0.0656084656084656
ORD5372,CUST1372,63,PROD572,Germany,2022-10-18,2024-12-02,4,active,2023-02-19,604.52,3,Sports,Camera,Electronics,Male,1813.56,262,7,1813.56,1038,259.08,0.00674373795761079,0.2524084778420039
ORD5373,CUST1373,64,PROD573,Germany,2021-10-20,2024-04-23,2,active,2025-01-28,316.46,6,Sports,Dumbbells,Sports,Female,1898.7599999999998,485,37,1898.7599999999998,1401,51.31783783783783,0.026409707351891507,0.3461812990720914
ORD5374,CUST1374,19,PROD574,India,2021-04-14,2023-11-16,4,cancelled,2021-11-05,75.21,6,Clothing,Microwave,Home,Male,451.26,644,38,451.26,1590,11.875263157894736,0.02389937106918239,0.4050314465408805
ORD5375,CUST1375,63,PROD575,Germany,2022-05-29,2023-09-01,5,paused,2024-03-23,399.54,4,Beauty,Face Wash,Beauty,Male,1598.16,720,17,1598.16,1180,94.00941176470589,0.01440677966101695,0.6101694915254238
ORD5376,CUST1376,56,PROD576,Germany,2022-04-13,2024-02-07,5,active,2023-06-02,12.03,7,Beauty,T-Shirt,Clothing,Female,84.21,561,42,84.21,1226,2.005,0.03425774877650897,0.45758564437194127
ORD5377,CUST1377,33,PROD577,Germany,2021-07-28,2024-10-08,3,active,2023-03-28,54.72,4,Sports,Dining Table,Home,Male,218.88,317,34,218.88,1485,6.437647058823529,0.022895622895622896,0.21346801346801347
ORD5378,CUST1378,48,PROD578,Canada,2022-04-10,2024-12-03,1,active,2024-03-08,122.74,5,Sports,Tablet,Electronics,Male,613.6999999999999,261,40,613.6999999999999,1229,15.342499999999998,0.03254678600488202,0.21236777868185516
ORD5379,CUST1379,47,PROD579,Germany,2021-12-14,2023-03-01,1,paused,2022-05-08,23.7,6,Electronics,Headphones,Electronics,Female,142.2,904,48,142.2,1346,2.9625,0.03566121842496285,0.6716196136701337
ORD5380,CUST1380,46,PROD580,India,2023-07-10,2023-10-08,1,paused,2025-01-19,181.5,3,Beauty,Refrigerator,Home,Male,544.5,683,20,544.5,773,27.225,0.0258732212160414,0.8835705045278137
ORD5381,CUST1381,66,PROD581,Germany,2023-07-22,2025-07-28,3,active,2025-03-01,195.6,2,Clothing,Conditioner,Beauty,Female,391.2,24,45,391.2,761,8.693333333333333,0.05913272010512484,0.03153745072273324
ORD5382,CUST1382,60,PROD582,Pakistan,2021-01-13,2025-05-15,5,cancelled,2021-12-11,107.92,9,Beauty,Lipstick,Beauty,Female,971.28,98,14,971.28,1681,69.37714285714286,0.008328375966686495,0.05829863176680547
ORD5383,CUST1383,39,PROD583,UK,2023-05-26,2024-07-25,2,active,2023-09-01,577.66,3,Sports,Camera,Electronics,Female,1732.98,392,18,1732.98,818,96.27666666666667,0.022004889975550123,0.4792176039119804
ORD5384,CUST1384,31,PROD584,Pakistan,2022-05-18,2024-05-09,5,active,2023-07-16,81.15,7,Beauty,Basketball,Sports,Male,568.0500000000001,469,41,568.0500000000001,1191,13.85487804878049,0.03442485306465155,0.39378673383711166
ORD5385,CUST1385,26,PROD585,UK,2023-05-05,2024-03-04,4,paused,2024-06-24,68.54,8,Sports,Gaming Console,Electronics,Female,548.32,535,18,548.32,839,30.462222222222223,0.021454112038140644,0.6376638855780691
ORD5386,CUST1386,34,PROD586,India,2022-10-27,2023-03-03,3,cancelled,2024-02-13,193.43,8,Sports,Running Shoes,Sports,Male,1547.44,902,23,1547.44,1029,67.28,0.022351797862001945,0.8765792031098154
ORD5387,CUST1387,44,PROD587,UK,2022-01-18,2022-05-15,5,active,2022-01-22,276.7,6,Home,Blender,Home,Male,1660.1999999999998,1194,22,1660.1999999999998,1311,75.46363636363635,0.016781083142639208,0.9107551487414187
ORD5388,CUST1388,61,PROD588,Germany,2021-12-31,2022-03-30,0,cancelled,2025-06-13,51.83,2,Electronics,Basketball,Sports,Male,103.66,1240,12,103.66,1329,8.638333333333334,0.009029345372460496,0.9330323551542513
ORD5389,CUST1389,46,PROD589,UK,2020-12-16,2021-03-31,1,active,2022-07-17,133.73,8,Sports,Vacuum Cleaner,Home,Female,1069.84,1604,33,1069.84,1709,32.419393939393935,0.01930953774136922,0.938560561732007
ORD5390,CUST1390,64,PROD590,UK,2022-01-08,2025-06-05,4,paused,2023-11-11,52.44,4,Clothing,Smartphone,Electronics,Male,209.76,77,34,209.76,1321,6.169411764705882,0.025738077214231644,0.0582891748675246
ORD5391,CUST1391,60,PROD591,India,2021-07-30,2024-01-05,0,active,2023-07-10,1499.71,1,Clothing,Cricket Bat,Sports,Female,1499.71,594,29,1499.71,1483,51.714137931034486,0.019554956169925825,0.4005394470667566
ORD5392,CUST1392,66,PROD592,Canada,2022-03-08,2024-04-26,1,paused,2025-03-23,562.84,3,Beauty,Foundation,Beauty,Male,1688.52,482,26,1688.52,1262,64.94307692307692,0.020602218700475437,0.38193343898573695
ORD5393,CUST1393,62,PROD593,India,2021-04-02,2021-04-19,0,active,2024-01-20,1366.86,1,Beauty,Lamp,Home,Female,1366.86,1585,45,1366.86,1602,30.374666666666663,0.028089887640449437,0.9893882646691635
ORD5394,CUST1394,43,PROD594,USA,2022-05-14,2022-05-28,3,active,2025-05-27,290.28,6,Sports,Smartphone,Electronics,Female,1741.6799999999998,1181,38,1741.6799999999998,1195,45.833684210526314,0.031799163179916316,0.9882845188284519
ORD5395,CUST1395,60,PROD595,India,2022-09-29,2023-07-31,1,active,2024-04-02,134.53,9,Electronics,Dumbbells,Sports,Male,1210.77,752,45,1210.77,1057,26.906,0.04257332071901608,0.7114474929044465
ORD5396,CUST1396,52,PROD596,India,2021-01-25,2021-11-24,0,active,2023-01-26,434.16,2,Sports,Dumbbells,Sports,Female,868.32,1366,43,868.32,1669,20.193488372093025,0.025763930497303775,0.8184541641701618
ORD5397,CUST1397,55,PROD597,Canada,2021-01-23,2022-09-24,0,paused,2024-02-24,44.89,7,Clothing,Perfume,Beauty,Female,314.23,1062,2,314.23,1671,157.115,0.0011968880909634949,0.6355475763016158
ORD5398,CUST1398,63,PROD598,Pakistan,2021-07-14,2025-03-25,0,paused,2022-03-27,158.19,7,Clothing,Face Wash,Beauty,Other,1107.33,149,15,1107.33,1499,73.82199999999999,0.01000667111407605,0.09939959973315543
ORD5399,CUST1399,43,PROD599,Pakistan,2022-10-03,2024-01-23,3,cancelled,2023-12-16,130.46,7,Sports,Yoga Mat,Sports,Female,913.22,576,17,913.22,1053,53.718823529411765,0.016144349477682812,0.5470085470085471
ORD5400,CUST1400,68,PROD600,Germany,2021-12-03,2024-08-14,5,active,2025-03-22,90.5,4,Beauty,Gaming Console,Electronics,Female,362.0,372,32,362.0,1357,11.3125,0.023581429624170966,0.2741341193809875
ORD5401,CUST1401,60,PROD601,Pakistan,2023-08-12,2024-02-22,0,cancelled,2025-08-04,132.55,3,Sports,Sneakers,Clothing,Male,397.65000000000003,546,25,397.65000000000003,740,15.906,0.033783783783783786,0.7378378378378379
ORD5402,CUST1402,27,PROD602,Germany,2021-05-12,2023-08-07,2,cancelled,2022-08-28,315.0,2,Beauty,Laptop,Electronics,Female,630.0,745,25,630.0,1562,25.2,0.016005121638924456,0.47695262483994877
ORD5403,CUST1403,31,PROD603,India,2022-03-15,2022-11-12,0,active,2024-11-08,19.5,6,Electronics,Microwave,Home,Male,117.0,1013,14,117.0,1255,8.357142857142858,0.011155378486055778,0.8071713147410359
ORD5404,CUST1404,52,PROD604,India,2022-10-11,2023-09-19,5,active,2025-03-24,74.49,7,Home,Headphones,Electronics,Female,521.43,702,4,521.43,1045,130.3575,0.003827751196172249,0.6717703349282297
ORD5405,CUST1405,40,PROD605,India,2020-09-05,2024-06-26,0,paused,2021-04-24,539.41,3,Clothing,Skirt,Clothing,Male,1618.23,421,33,1618.23,1811,49.03727272727273,0.018221976808393152,0.23246824958586415
ORD5406,CUST1406,66,PROD606,USA,2023-08-11,2025-03-04,2,active,2024-04-11,101.02,7,Home,T-Shirt,Clothing,Female,707.14,170,19,707.14,741,37.217894736842105,0.02564102564102564,0.22941970310391363
ORD5407,CUST1407,22,PROD607,UK,2022-03-11,2023-08-23,2,cancelled,2023-05-20,1263.8,1,Beauty,Lipstick,Beauty,Female,1263.8,729,6,1263.8,1259,210.63333333333333,0.004765687053216839,0.5790309769658459
ORD5408,CUST1408,56,PROD608,USA,2023-03-06,2024-07-26,0,active,2023-07-23,643.24,3,Home,Face Wash,Beauty,Male,1929.72,391,44,1929.72,899,43.85727272727273,0.048943270300333706,0.43492769744160176
ORD5409,CUST1409,61,PROD609,USA,2023-05-31,2025-02-07,5,paused,2024-10-30,217.29,8,Electronics,Lamp,Home,Female,1738.32,195,7,1738.32,813,248.33142857142857,0.008610086100861008,0.23985239852398524
ORD5410,CUST1410,61,PROD610,Germany,2021-10-23,2022-10-01,5,active,2022-06-27,94.79,8,Sports,Moisturizer,Beauty,Male,758.32,1055,1,758.32,1398,758.32,0.000715307582260372,0.7546494992846924
ORD5411,CUST1411,64,PROD611,Germany,2022-03-19,2025-08-12,0,active,2024-08-11,305.8,5,Beauty,Tablet,Electronics,Female,1529.0,9,23,1529.0,1251,66.47826086956522,0.01838529176658673,0.007194244604316547
ORD5412,CUST1412,65,PROD612,Pakistan,2020-09-11,2025-08-07,3,active,2021-04-22,41.08,4,Sports,Headphones,Electronics,Female,164.32,14,18,164.32,1805,9.128888888888888,0.009972299168975069,0.00775623268698061
ORD5413,CUST1413,58,PROD613,India,2023-03-23,2024-11-04,1,active,2023-04-11,155.84,8,Sports,Tennis Racket,Sports,Male,1246.72,290,29,1246.72,882,42.990344827586206,0.032879818594104306,0.3287981859410431
ORD5414,CUST1414,33,PROD614,UK,2023-06-09,2024-10-25,2,active,2025-03-17,410.16,3,Electronics,Jacket,Clothing,Male,1230.48,300,31,1230.48,804,39.692903225806454,0.03855721393034826,0.373134328358209
ORD5415,CUST1415,24,PROD615,Germany,2022-05-10,2024-06-11,1,active,2023-12-10,350.48,3,Clothing,Sneakers,Clothing,Female,1051.44,436,32,1051.44,1199,32.8575,0.026688907422852376,0.36363636363636365
ORD5416,CUST1416,62,PROD616,Pakistan,2022-10-28,2024-01-10,0,active,2023-03-08,216.64,8,Clothing,Face Wash,Beauty,Male,1733.12,589,32,1733.12,1028,54.16,0.0311284046692607,0.5729571984435797
ORD5417,CUST1417,42,PROD617,India,2021-06-15,2025-07-09,4,active,2024-03-13,75.2,6,Beauty,Perfume,Beauty,Male,451.20000000000005,43,11,451.20000000000005,1528,41.01818181818182,0.007198952879581152,0.0281413612565445
ORD5418,CUST1418,22,PROD618,UK,2023-04-07,2025-07-08,3,active,2024-12-04,17.09,7,Home,Shampoo,Beauty,Female,119.63,44,4,119.63,867,29.9075,0.00461361014994233,0.05074971164936563
ORD5419,CUST1419,65,PROD619,Canada,2022-03-06,2023-12-17,1,paused,2025-03-08,4.22,9,Home,Sneakers,Clothing,Female,37.98,613,31,37.98,1264,1.2251612903225806,0.0245253164556962,0.4849683544303797
ORD5420,CUST1420,39,PROD620,Canada,2021-02-04,2024-01-19,4,paused,2023-03-23,89.67,2,Clothing,Lipstick,Beauty,Other,179.34,580,35,179.34,1659,5.124,0.02109704641350211,0.34960819770946355
ORD5421,CUST1421,37,PROD621,USA,2022-05-15,2025-01-16,2,active,2025-07-17,57.72,4,Beauty,Vacuum Cleaner,Home,Male,230.88,217,11,230.88,1194,20.98909090909091,0.009212730318257957,0.18174204355108878
ORD5422,CUST1422,40,PROD622,Germany,2022-06-07,2024-09-26,1,active,2023-10-09,288.26,5,Clothing,Jacket,Clothing,Female,1441.3,329,32,1441.3,1171,45.040625,0.027327070879590094,0.28095644748078563
ORD5423,CUST1423,21,PROD623,Pakistan,2023-07-08,2025-02-20,2,active,2025-03-27,37.13,8,Beauty,Skirt,Clothing,Male,297.04,182,9,297.04,775,33.004444444444445,0.011612903225806452,0.23483870967741935
ORD5424,CUST1424,55,PROD624,Canada,2021-08-09,2024-09-22,5,cancelled,2022-11-30,1799.69,1,Sports,Smartphone,Electronics,Female,1799.69,333,39,1799.69,1473,46.14589743589744,0.026476578411405296,0.22606924643584522
ORD5425,CUST1425,26,PROD625,Canada,2023-06-27,2023-12-19,1,active,2024-07-17,367.19,3,Home,Headphones,Electronics,Male,1101.57,611,49,1101.57,786,22.481020408163264,0.062340966921119595,0.77735368956743
ORD5426,CUST1426,27,PROD626,UK,2023-05-08,2024-09-15,4,paused,2024-08-11,174.1,7,Home,Shirt,Clothing,Female,1218.7,340,40,1218.7,836,30.4675,0.04784688995215311,0.40669856459330145
ORD5427,CUST1427,35,PROD627,USA,2022-07-11,2024-12-22,3,cancelled,2024-08-28,208.23,7,Home,Laptop,Electronics,Female,1457.61,242,3,1457.61,1137,485.86999999999995,0.002638522427440633,0.21284080914687775
ORD5428,CUST1428,19,PROD628,USA,2022-07-04,2025-01-17,2,active,2023-05-22,106.21,8,Beauty,Conditioner,Beauty,Male,849.68,216,40,849.68,1144,21.241999999999997,0.03496503496503497,0.1888111888111888
ORD5429,CUST1429,54,PROD629,Germany,2023-04-06,2024-01-10,5,cancelled,2023-11-13,93.51,9,Beauty,Moisturizer,Beauty,Female,841.59,589,19,841.59,868,44.294210526315794,0.021889400921658985,0.6785714285714286
ORD5430,CUST1430,57,PROD630,India,2021-01-16,2024-12-13,0,cancelled,2022-02-22,409.61,3,Home,Basketball,Sports,Female,1228.83,251,41,1228.83,1678,29.971463414634144,0.02443384982121573,0.14958283671036948
ORD5431,CUST1431,41,PROD631,UK,2022-08-24,2023-12-19,5,active,2023-03-01,397.5,2,Sports,Moisturizer,Beauty,Female,795.0,611,23,795.0,1093,34.56521739130435,0.021043000914913082,0.5590118938700823
ORD5432,CUST1432,25,PROD632,India,2022-12-21,2023-06-07,4,cancelled,2024-04-12,65.33,6,Electronics,Shirt,Clothing,Male,391.98,806,15,391.98,974,26.132,0.015400410677618069,0.8275154004106776
ORD5433,CUST1433,48,PROD633,Pakistan,2022-01-08,2022-12-03,3,active,2024-06-29,83.72,5,Electronics,Dumbbells,Sports,Female,418.6,992,40,418.6,1321,10.465,0.03028009084027252,0.7509462528387585
ORD5434,CUST1434,43,PROD634,Germany,2021-08-29,2023-04-28,0,cancelled,2025-01-01,368.73,3,Sports,Chair,Home,Male,1106.19,846,5,1106.19,1453,221.238,0.0034411562284927736,0.5822436338609773
ORD5435,CUST1435,54,PROD635,Germany,2021-07-26,2023-11-26,5,paused,2024-12-31,148.77,9,Beauty,Sneakers,Clothing,Male,1338.93,634,48,1338.93,1487,27.894375,0.03227975790181574,0.42636180228648285
ORD5436,CUST1436,50,PROD636,Pakistan,2022-07-24,2024-04-02,1,active,2023-03-04,302.58,6,Beauty,Shampoo,Beauty,Male,1815.48,506,37,1815.48,1124,49.06702702702703,0.03291814946619217,0.4501779359430605
ORD5437,CUST1437,54,PROD637,Pakistan,2022-04-03,2024-07-10,0,active,2024-08-14,34.76,8,Beauty,Skirt,Clothing,Female,278.08,407,13,278.08,1236,21.39076923076923,0.010517799352750809,0.32928802588996764
ORD5438,CUST1438,59,PROD638,Pakistan,2023-02-15,2024-03-05,3,cancelled,2024-08-21,347.58,4,Beauty,Moisturizer,Beauty,Other,1390.32,534,11,1390.32,918,126.39272727272727,0.011982570806100218,0.5816993464052288
ORD5439,CUST1439,32,PROD639,USA,2022-07-16,2024-04-28,1,active,2025-07-25,43.74,4,Home,Dining Table,Home,Male,174.96,480,31,174.96,1132,5.643870967741936,0.027385159010600707,0.42402826855123676
ORD5440,CUST1440,34,PROD640,USA,2022-05-15,2025-01-12,5,active,2024-12-04,123.64,1,Home,Skirt,Clothing,Female,123.64,221,36,123.64,1194,3.4344444444444444,0.03015075376884422,0.18509212730318259
ORD5441,CUST1441,67,PROD641,India,2022-02-13,2023-02-15,1,active,2023-11-17,96.8,6,Beauty,Headphones,Electronics,Male,580.8,918,18,580.8,1285,32.266666666666666,0.014007782101167316,0.7143968871595331
ORD5442,CUST1442,67,PROD642,Pakistan,2020-10-30,2025-02-09,2,active,2023-04-06,64.18,3,Clothing,Headphones,Electronics,Female,192.54000000000002,193,10,192.54000000000002,1756,19.254,0.0056947608200455585,0.10990888382687927
ORD5443,CUST1443,39,PROD643,UK,2023-05-01,2023-08-17,2,active,2023-12-27,1409.68,1,Beauty,Running Shoes,Sports,Female,1409.68,735,20,1409.68,843,70.48400000000001,0.02372479240806643,0.8718861209964412
ORD5444,CUST1444,31,PROD644,India,2023-03-03,2025-01-10,5,active,2024-09-18,276.06,6,Home,Sofa,Home,Male,1656.3600000000001,223,19,1656.3600000000001,902,87.17684210526316,0.02106430155210643,0.24722838137472283
ORD5445,CUST1445,56,PROD645,UK,2022-09-30,2024-05-07,0,active,2023-08-11,104.88,8,Sports,Camera,Electronics,Male,839.04,471,49,839.04,1056,17.12326530612245,0.04640151515151515,0.4460227272727273
ORD5446,CUST1446,39,PROD646,Pakistan,2023-08-01,2023-09-07,0,cancelled,2024-06-20,552.26,1,Beauty,Camera,Electronics,Female,552.26,714,18,552.26,751,30.68111111111111,0.023968042609853527,0.9507323568575233
ORD5447,CUST1447,61,PROD647,Pakistan,2022-06-10,2022-10-29,0,active,2023-03-09,1510.04,1,Home,Blender,Home,Female,1510.04,1027,30,1510.04,1168,50.334666666666664,0.025684931506849314,0.8792808219178082
ORD5448,CUST1448,29,PROD648,Germany,2020-12-13,2024-11-06,5,active,2023-02-26,300.19,3,Sports,Smartwatch,Electronics,Female,900.5699999999999,288,4,900.5699999999999,1712,225.14249999999998,0.002336448598130841,0.16822429906542055
ORD5449,CUST1449,38,PROD649,UK,2021-04-30,2024-04-10,3,paused,2021-10-26,90.89,9,Electronics,Cricket Bat,Sports,Male,818.01,498,32,818.01,1574,25.5628125,0.020330368487928845,0.31639135959339265
ORD5450,CUST1450,34,PROD650,Germany,2022-07-06,2022-10-12,0,active,2022-12-24,260.15,1,Clothing,Jeans,Clothing,Male,260.15,1044,45,260.15,1142,5.781111111111111,0.03940455341506129,0.9141856392294221
ORD5451,CUST1451,25,PROD651,Pakistan,2023-06-12,2024-10-21,1,active,2024-12-20,38.72,8,Electronics,Shampoo,Beauty,Male,309.76,304,32,309.76,801,9.68,0.039950062421972535,0.37952559300873906
ORD5452,CUST1452,22,PROD652,India,2021-02-20,2022-08-25,4,paused,2023-09-25,178.02,6,Clothing,Chair,Home,Male,1068.1200000000001,1092,48,1068.1200000000001,1643,22.2525,0.029214850882531954,0.664637857577602
ORD5453,CUST1453,44,PROD653,Germany,2022-10-04,2024-07-11,4,paused,2023-12-19,388.51,2,Beauty,Dumbbells,Sports,Female,777.02,406,32,777.02,1052,24.281875,0.030418250950570342,0.38593155893536124
